[SNID] Subject,[PT] Subject,Subject,Predicate,[SNID] Object,[PT] Object,Object,Sentence,Location,#Docs,Doc#,Doc,Source,#Hits,Hit#,Hit
nlm.D010634,Phenobarbital,the luminal IgA,complexed,ncbi.5284,PIGR,secretory component,"Column chromatography and enzyme-linked immunosorbent assay (ELISA), which employed antirat secretory component antibody, established that the majority of the luminal IgA was nonmonomeric and complexed with secretory component.",Standard Abstract,1,1,3770374,https://www.ncbi.nlm.nih.gov/pubmed/3770374,1,1,"The immunoglobulin A (IgA) response to small intestinal bacteria was studied in rats with self-filling blind loops (SFBLs), surgically constructed in continuity with the intestine or at the end of a Roux-en-Y loop (RY-SFBL) so as to avoid filling with chyme.... Column chromatography and enzyme-linked immunosorbent assay (ELISA), which employed antirat secretory component antibody, established that the majority of the luminal IgA was nonmonomeric and complexed with secretory component. ... eng"
nlm.D016207,Cytokines,cytokines,may represent,ncbi.1677,DFFB,CAD,Our findings suggest that cytokines in the IL-1 family may represent therapeutic targets in CAD.,Standard Abstract,1,1,15051633,https://www.ncbi.nlm.nih.gov/pubmed/15051633,1,1,Inflammation is important in atherogenesis. Interleukin (IL)-1 is the prototypic inflammatory cytokine.... Our findings suggest that cytokines in the IL-1 family may represent therapeutic targets in CAD. ... eng
nlm.D019331,NG-Nitroarginine Methyl Ester,L-NAME,inhibited,ncbi.27352,SGSM3,MAP,"L-NAME inhibited the decrease of MAP, but aggravated the disturbances of microcirculation and shortened the survival time of animals, while L-Arg produced the contrary effects.",Standard Abstract,1,1,10452070,https://www.ncbi.nlm.nih.gov/pubmed/10452070,1,1,"To investigate the role of nitric oxide (NO) in burn shock.... L-NAME inhibited the decrease of MAP, but aggravated the disturbances of microcirculation and shortened the survival time of animals, while L-Arg produced the contrary effects.... chi"
nal_thesaurus.8242,starch,bean starch digestibility v. proanthocyanidin content,coloured-flowered,ncbi.8706,B3GALNT1,P,There was also a highly significant regression of bean starch digestibility v. proanthocyanidin content of coloured-flowered bean hulls (P < 0.001).,Standard Abstract,1,1,8399115,https://www.ncbi.nlm.nih.gov/pubmed/8399115,1,1,Cotyledons and hulls were prepared from twelve varieties of field beans (Vicia faba L.).... There was also a highly significant regression of bean starch digestibility v. proanthocyanidin content of coloured-flowered bean hulls (P < 0.001). ... eng
nal_thesaurus.33974,sucrose,Sucrose,exhibited increased,ncbi.4069,LYZ,lysozyme,"Sucrose and galactose grown yeasts exhibited increased resistance to lysozyme compared with (in decreasing order) those grown in glucose, maltose, xylitol or lactose.",Standard Abstract,1,1,8233572,https://www.ncbi.nlm.nih.gov/pubmed/8233572,1,1,"The in vitro lysozyme susceptibility of three oral isolates of Candida albicans cultured in carbohydrate-supplemented media was studied.... Sucrose and galactose grown yeasts exhibited increased resistance to lysozyme compared with (in decreasing order) those grown in glucose, maltose, xylitol or lactose.... eng"
nlm.D011388,Prolactin,Plasma prolactin,increased,ncbi.55165,CEP55,March,Plasma prolactin increased between March and April.,Standard Abstract,1,1,1936923,https://www.ncbi.nlm.nih.gov/pubmed/1936923,1,1,Plasma levels of LH and prolactin were measured in free-living female great tits throughout the year.... Plasma prolactin increased between March and April. ... eng
nal_thesaurus.49080,laminin,laminin,selectively regulating,ncbi.5087,PBX1,PRL,Our results support a role for laminin in selectively regulating PRL and IGFBP-1 gene expression during in vitro decidualization of human endometrial stromal cells.,Standard Abstract,1,1,7534770,https://www.ncbi.nlm.nih.gov/pubmed/7534770,1,1,"The expression of laminin, a major constituent of endometrial cell basement membranes, is increased during differentiation of human endometrial stromal cells (decidualization).... Our results support a role for laminin in selectively regulating PRL and IGFBP-1 gene expression during in vitro decidualization of human endometrial stromal cells.... eng"
nal_thesaurus.317710,atorvastatin,atorvastatin,increased,ncbi.8706,B3GALNT1,p,"When stratified by mean baseline LDL particle size at 25.5 nm, atorvastatin increased (p < 0.05) LDL particle size from 24.6 +/- 0.5 to 25.2 +/- 0.9 nm only in the <25.5 nm (pattern B) group, whereas probucol decreased (p < 0.05) LDL size from 24.8 +/- 0.9 to 24.2 +/- 0.9 nm in the pattern B group and from 25.9 +/- 0.5 to 24.6 +/- 0.8 nm in the >or=25.5 nm (pattern A) group.",Standard Abstract,1,1,20540635,https://www.ncbi.nlm.nih.gov/pubmed/20540635,1,1,"Small dense low-density lipoprotein (LDL) plays an important role in glomerular injury through conversion to an oxidatively modified form of LDL.... When stratified by mean baseline LDL particle size at 25.5 nm, atorvastatin increased (p < 0.05) LDL particle size from 24.6 +/- 0.5 to 25.2 +/- 0.9 nm only in the <25.5 nm (pattern B) group, whereas probucol decreased (p < 0.05) LDL size from 24.8 +/- 0.9 to 24.2 +/- 0.9 nm in the pattern B group and from 25.9 +/- 0.5 to 24.6 +/- 0.8 nm in the >or=25.5 nm (pattern A) group.... eng"
nlm.D005947,Glucose,glucose phosphorylation,catalyzed,ncbi.3098,HK1,hexokinase,The first step in committing glucose to metabolism is glucose phosphorylation catalyzed by hexokinase.,Standard Abstract,1,1,16244374,https://www.ncbi.nlm.nih.gov/pubmed/16244374,1,1,Cardiac glucose metabolism is critical to hypoxic cardiac function and hypoxia is known to stimulate glucose metabolism.... The first step in committing glucose to metabolism is glucose phosphorylation catalyzed by hexokinase. ... eng
chebi.50694,minocycline,minocycline,decreased,ncbi.3553,IL1B,interleukin-1β,"The results indicated that minocycline inhibited inflammation, decreased the expression of interleukin-1β, tumor necrosis factor-α, and metalloproteinase -9, and squamous metaplasia features such as hyperproliferation and abnormal epidermal differentiation of conjunctival epithelium.",Standard Abstract,1,1,26583279,https://www.ncbi.nlm.nih.gov/pubmed/26583279,1,1,"Inflammation and squamous metaplasia is a common pathological process that occurs in many ocular surface diseases such as dry eye, Stevens-Johnson syndrome, mucous membrane pemphigoid, and chemical/thermal burns.... The results indicated that minocycline inhibited inflammation, decreased the expression of interleukin-1β, tumor necrosis factor-α, and metalloproteinase -9, and squamous metaplasia features such as hyperproliferation and abnormal epidermal differentiation of conjunctival epithelium.... eng"
nlm.D014409,Tumor Necrosis Factor-alpha,TNF-alpha,enhance,ncbi.1437,CSF2,granulocyte-macrophage colony-stimulating factor,"They also produce cytokines known to inhibit hemopoiesis (interferon gamma [IFN-gamma] and tumor necrosis factor alpha [TNF-alpha]) or enhance it (granulocyte-macrophage colony-stimulating factor, GM-CSF).",Standard Abstract,1,1,1909968,https://www.ncbi.nlm.nih.gov/pubmed/1909968,1,1,"Interleukin 2 (IL-2)-activated lymphocytes (lymphokine-activated killer [LAK] cells) have been shown to inhibit the formation of autologous human granulocyte-macrophage hemopoietic progenitors (granulocyte-macrophage colony-forming units, CFU-GM) in vitro.... They also produce cytokines known to inhibit hemopoiesis (interferon gamma [IFN-gamma] and tumor necrosis factor alpha [TNF-alpha]) or enhance it (granulocyte-macrophage colony-stimulating factor, GM-CSF). ... eng"
nlm.D005904,Glial Fibrillary Acidic Protein,glial fibrillary acidic protein,increased,ncbi.2596,GAP43,growth-associated protein 43,"Additionally, immunohistochemical study of spinal cord sections revealed that EGCG reduced the expression of glial fibrillary acidic protein and increased the expression of growth-associated protein 43, a marker of regenerating axons.",Standard Abstract,1,1,25025489,https://www.ncbi.nlm.nih.gov/pubmed/25025489,1,1,"Our previous studies have established that (-)-epigallocatechin-3-gallate (EGCG) has both neuroprotective and -regenerative capacity after sciatic nerve injury.... Additionally, immunohistochemical study of spinal cord sections revealed that EGCG reduced the expression of glial fibrillary acidic protein and increased the expression of growth-associated protein 43, a marker of regenerating axons.... eng"
nlm.D002731,4-Chloromercuribenzenesulfonate,the poorly permeable sulfhydryl-reactive agent pCMBS,inhibited,ncbi.6513,SLC2A1,Glut1-,"If applied from the external side, the poorly permeable sulfhydryl-reactive agent pCMBS inhibited 2-deoxy-D-glucose uptake of Glut1- and M421-expressing Xenopus oocytes but failed to affect uptake of the Cys-429 mutant.",Standard Abstract,1,1,1325374,https://www.ncbi.nlm.nih.gov/pubmed/1325374,1,1,"Cys-421 and Cys-429 of Glut1 were replaced by site-directed mutagenesis in order to investigate their involvement in basal glucose transport and transport inhibition.... If applied from the external side, the poorly permeable sulfhydryl-reactive agent pCMBS inhibited 2-deoxy-D-glucose uptake of Glut1- and M421-expressing Xenopus oocytes but failed to affect uptake of the Cys-429 mutant.... eng"
nlm.D002939,Ciprofloxacin,ciprofloxacin,pump overexpressed,ncbi.10195,ALG3,not,"In the checkerboard dilution test and time-kill assay, baicalein at 16 μg/ml could synergistically restore the antibacterial actions of ciprofloxacin against the NorA efflux pump overexpressed SA-1199B, but not with the poor NorA substrate, pefloxacin.",Standard Abstract,1,1,21782012,https://www.ncbi.nlm.nih.gov/pubmed/21782012,1,1,"Baicalein, the active constituent derived from Scutellaria baicalensis Georgi., has previously been shown to significantly restore the effectiveness of β-lactam antibiotics and tetracycline against methicillin-resistant Staphylococcus aureus (MRSA).... In the checkerboard dilution test and time-kill assay, baicalein at 16 μg/ml could synergistically restore the antibacterial actions of ciprofloxacin against the NorA efflux pump overexpressed SA-1199B, but not with the poor NorA substrate, pefloxacin.... eng"
nal_thesaurus.59952,ubiquitin,K63R-ubiquitin,blocking,ncbi.331,XIAP,xIAP-,We further observed that inhibiting the E3 ubiquitin ligase function of xIAP or expressing a mutant ubiquitin protein (i.e. K63R-ubiquitin) was capable of blocking xIAP- and TGF-beta-mediated activation of NF-kappaB.,Standard Abstract,1,1,19531477,https://www.ncbi.nlm.nih.gov/pubmed/19531477,1,1,The precise sequence of events that enable mammary tumorigenesis to convert transforming growth factor-beta (TGF-beta) from a tumor suppressor to a tumor promoter remains incompletely understood.... We further observed that inhibiting the E3 ubiquitin ligase function of xIAP or expressing a mutant ubiquitin protein (i.e. K63R-ubiquitin) was capable of blocking xIAP- and TGF-beta-mediated activation of NF-kappaB.... eng
nlm.D018698_group_1_52e4851d0ef64ac0c4359ba05b859a33,Glutamic Acid,glutamate,incubated,ncbi.717,C2,(14)CO2,"Whereas detached nodules accumulated radioactive glycine, serine and glutamate when incubated with (14)CO2, bleeding sap from plants root fed (14)CO2 contained low levels of radioactivity in these compounds but higher levels in allantoin.",Standard Abstract,1,1,24310136,https://www.ncbi.nlm.nih.gov/pubmed/24310136,1,1,"Dwarf french beans, Phaseolus vulgaris L., were grown with or without inoculation with rhizobia (strain 3644), and with or without a combined nitrogen source (nitrate or ammonium ions).... Whereas detached nodules accumulated radioactive glycine, serine and glutamate when incubated with (14)CO2, bleeding sap from plants root fed (14)CO2 contained low levels of radioactivity in these compounds but higher levels in allantoin.... eng"
nlm.D010042,Ouabain,ouabain binding,induced,ncbi.283489,CHAMP1,cAMP,"The changes in ouabain binding induced by cAMP and theophylline do not appear, therefore, to be secondary to secretory activity but may reflect a change in the configuration, environment or location of existing enzyme so as to enhance its activity.",Standard Abstract,1,1,6312047,https://www.ncbi.nlm.nih.gov/pubmed/6312047,1,1,"In an attempt to examine the mechanisms of activation of (Na, K)-ATPase when epithelial transport is stimulated, the binding of ouabain to rectal gland tissue was measured before and after stimulation with dibutyryl cAMP and theophylline.... The changes in ouabain binding induced by cAMP and theophylline do not appear, therefore, to be secondary to secretory activity but may reflect a change in the configuration, environment or location of existing enzyme so as to enhance its activity.... eng"
nal_thesaurus.12297,niacin,Niacin,significantly reduced,ncbi.3383,ICAM1,ICAM-1,"Niacin significantly reduced ICAM-1 and PECAM-1 protein levels basally, and reduced the cytokine-induced rise in ICAM-1, with a similar effect for TNF-alpha-induced PECAM-1 rise.",Standard Abstract,1,1,19159436,https://www.ncbi.nlm.nih.gov/pubmed/19159436,1,1,"Atherosclerotic cardiovascular disease is a major cause of morbidity and mortality.... Niacin significantly reduced ICAM-1 and PECAM-1 protein levels basally, and reduced the cytokine-induced rise in ICAM-1, with a similar effect for TNF-alpha-induced PECAM-1 rise.... eng"
nlm.D016207,Cytokines,the 10 cytokines,measured,ncbi.7124,TNF,TNF-alpha,"Cytokine concentrations in BAL samples were reduced in mice that received cethromycin, and the differences were statistically significant for 7 of the 10 cytokines measured (TNF-alpha, IFN-gamma, IL-1beta, IL-8, IL-12, MCP-1, and MIP-1alpha) on day 4 (P < 0.05).",Standard Abstract,1,1,15273098,https://www.ncbi.nlm.nih.gov/pubmed/15273098,1,1,"Mycoplasma pneumoniae is a major etiologic agent of acute lower respiratory infections.... Cytokine concentrations in BAL samples were reduced in mice that received cethromycin, and the differences were statistically significant for 7 of the 10 cytokines measured (TNF-alpha, IFN-gamma, IL-1beta, IL-8, IL-12, MCP-1, and MIP-1alpha) on day 4 (P < 0.05).... eng"
chebi.87146,(Z)-14-methylpentadec-2-enoic acid,G3-C12,targeting,ncbi.1956,EGFR,epidermal growth factor receptor,"To explore the potential of short peptides as ligands for targeted delivery of macromolecular therapeutics for colorectal cancer (CRC), fluorescently labelled HPMA copolymers--bearing either G3-C12 or GE11 for targeting galectin-3 and epidermal growth factor receptor (EGFR), respectively--were synthesised and the mechanisms of their internalisation and subcellular fate in CRC cells were studied.",Standard Abstract,1,1,22074249,https://www.ncbi.nlm.nih.gov/pubmed/22074249,1,1,"Synthetic oligopeptides have emerged as a promising class of targeting ligands, providing a variety of choices for the construction of conjugates for desired ligand functionality. To explore the potential of short peptides as ligands for targeted delivery of macromolecular therapeutics for colorectal cancer (CRC), fluorescently labelled HPMA copolymers--bearing either G3-C12 or GE11 for targeting galectin-3 and epidermal growth factor receptor (EGFR), respectively--were synthesised and the mechanisms of their internalisation and subcellular fate in CRC cells were studied.... eng"
nal_thesaurus.136811,3' untranslated regions,FHL3 mRNA 3'UTR-A,inhibited,ncbi.2275,FHL3,FHL3,PCBP2 could bind to FHL3 mRNA 3'UTR-A and inhibited the expression of FHL3 in T98G glioms cells.,Standard Abstract,1,1,24998228,https://www.ncbi.nlm.nih.gov/pubmed/24998228,1,1,To screen the proteins associated with four-and-a-half LIM domains 3 (FHL3) 3' untranslated region (3'UTR) in glioma cells.... PCBP2 could bind to FHL3 mRNA 3'UTR-A and inhibited the expression of FHL3 in T98G glioms cells. ... eng
nlm.D010713,Phosphatidylcholines,four phosphatidylcholine binding pockets,enable,ncbi.5324,PLAG1,Psa-fibres,The crystal structure of a subunit of Psa (PsaA) complexed with choline together with mutagenesis experiments revealed that PsaA has four phosphatidylcholine binding pockets that enable super-high-avidity binding of Psa-fibres to cell membranes.,Standard Abstract,1,1,27507539,https://www.ncbi.nlm.nih.gov/pubmed/27507539,1,1,Three pathogenic species of the genus Yersinia assemble adhesive fimbriae via the FGL-chaperone/usher pathway.... The crystal structure of a subunit of Psa (PsaA) complexed with choline together with mutagenesis experiments revealed that PsaA has four phosphatidylcholine binding pockets that enable super-high-avidity binding of Psa-fibres to cell membranes. ... eng
nlm.D013739_group_5_f5afb29157b22a25147c16d6acc36e26,Testosterone,Chronic testosterone treatment,decreased,ncbi.54858,PGPEP1,PCP,Chronic testosterone treatment and ovariectomy decreased the susceptibility to PCP but increased the efficiency of hepatic drug metabolizing systems in female rats.,Standard Abstract,1,1,6542525,https://www.ncbi.nlm.nih.gov/pubmed/6542525,1,1,This study was designed to assess the contribution of male and female sex hormones to sex-dependent differences in phencyclidine (PCP)-induced stereotyped behaviors.... Chronic testosterone treatment and ovariectomy decreased the susceptibility to PCP but increased the efficiency of hepatic drug metabolizing systems in female rats.... eng
nal_thesaurus.28015,cytokines,cytokines,modulate,ncbi.3630,INS,Myo-Ins,Studies have shown that cytokines modulate Myo-Ins in thyroid cells.,Standard Abstract,1,1,30506520,https://www.ncbi.nlm.nih.gov/pubmed/30506520,1,1,Myo-inositol (Myo-Ins) plays an important role in thyroid function and autoimmunity.... Studies have shown that cytokines modulate Myo-Ins in thyroid cells. ... eng
nal_thesaurus.7823,tyramine,tyramine testing,differed,ncbi.1363,CPE,CPH,The asymmetry on tyramine testing differed in CPH and HC (most marked in HC).,Standard Abstract,1,1,1292959,https://www.ncbi.nlm.nih.gov/pubmed/1292959,1,1,"Pupillometric studies were carried out in 9 patients with chronic paroxysmal hemicrania (CPH), in 10 patients with hemicrania continua (HC) and in age- and sex-matched controls (n = 12-17).... The asymmetry on tyramine testing differed in CPH and HC (most marked in HC).... eng"
nlm.D020136,"Hydrogel, Polyethylene Glycol Dimethacrylate",a previously developed hydrogel sheet wound dressing,fluorinated,ncbi.23499,MACF1,MACF,"Approach: In this study, we tested a previously developed hydrogel sheet wound dressing based on fluorinated methacrylamide chitosan (MACF) for enhanced oxygenation and compared it with a commercial sheet hydrogel dressing, AquaDerm™, and no treatment controls in a splinted transgenic diabetic mouse wound model.",Standard Abstract,1,1,31346492,https://www.ncbi.nlm.nih.gov/pubmed/31346492,1,1,"Objective: Oxygen therapy has shown promising results for treating diabetic wounds.... Approach: In this study, we tested a previously developed hydrogel sheet wound dressing based on fluorinated methacrylamide chitosan (MACF) for enhanced oxygenation and compared it with a commercial sheet hydrogel dressing, AquaDerm™, and no treatment controls in a splinted transgenic diabetic mouse wound model.... eng"
nlm.D014409,Tumor Necrosis Factor-alpha,the TNF-alpha secretion,stimulated,ncbi.3458,IFNG,IFN-gamma,Zn2+ could also reduce the TNF-alpha secretion of keratinocytes stimulated by IFN-gamma or Ni2+ during 48 h.,Standard Abstract,1,1,7747530,https://www.ncbi.nlm.nih.gov/pubmed/7747530,1,1,"Zinc therapies exert beneficial effects in several cutaneous pathologies through their antiinflammatory properties, but target cells and mechanisms of action are still uncertain.... Zn2+ could also reduce the TNF-alpha secretion of keratinocytes stimulated by IFN-gamma or Ni2+ during 48 h.... eng"
nlm.D016756,"Immunoglobulins, Intravenous",IVIg,managing,ncbi.3664,IRF6,PPS,We performed a systematic review and meta-analysis of published randomized controlled trials (RCTs) and prospective studies that evaluated the efficacy of IVIg in managing PPS.,Standard Abstract,1,1,25886512,https://www.ncbi.nlm.nih.gov/pubmed/25886512,1,1,Postpolio syndrome (PPS) is characterized by progressive disabilities that develop decades after prior paralytic poliomyelitis.... We performed a systematic review and meta-analysis of published randomized controlled trials (RCTs) and prospective studies that evaluated the efficacy of IVIg in managing PPS. ... eng
nlm.D012701_group_2_b27b750f079cadffd72e2f7ea3e2eded,Serotonin,5-HT,increased,ncbi.57626,KLHL1,Mrp2,"Moreover, 5-HTP treatment significantly increased serum levels of 5-HT and decreased the expression of Mrp2 and glycoprotein P (P-gp), whereas treatment with pCPA markedly decreased serum levels of 5-HT and increased the expression of Mrp2 and P-gp.",Standard Abstract,1,1,26053941,https://www.ncbi.nlm.nih.gov/pubmed/26053941,1,1,"Hepatic transporters and drug metabolizing enzymes (DMEs) play important roles in the pharmacological effects and (or) side-effects of many drugs, and are regulated by several mediators, including neurotransmitters.... Moreover, 5-HTP treatment significantly increased serum levels of 5-HT and decreased the expression of Mrp2 and glycoprotein P (P-gp), whereas treatment with pCPA markedly decreased serum levels of 5-HT and increased the expression of Mrp2 and P-gp. ... eng"
nal_thesaurus.888,microbial proteins,microbial proteins,altering,ncbi.6892,TAPBP,TPN,"Additionally, samples collected after infection assays will include cellular and microbial proteins altering the analysis with TPN.",Standard Abstract,1,1,27150675,https://www.ncbi.nlm.nih.gov/pubmed/27150675,1,1,"Western blots are a commonly used method for protein detection and quantification in biological samples.... Additionally, samples collected after infection assays will include cellular and microbial proteins altering the analysis with TPN. ... eng"
nlm.D011990,"Receptors, Transferrin",transferrin receptors,induced,ncbi.7124,TNF,tumour necrosis factor-alpha,The phase of upregulation of transferrin receptors induced by tumour necrosis factor-alpha may be dependent on the cell cycle.,Standard Abstract,1,1,8088421,https://www.ncbi.nlm.nih.gov/pubmed/8088421,1,1,"The effects of tumour necrosis factor-alpha on transferrin receptor expression in a human chronic myelocytic leukaemia cell line, K 562 cells, were studied.... The phase of upregulation of transferrin receptors induced by tumour necrosis factor-alpha may be dependent on the cell cycle.... eng"
nal_thesaurus.10538,RNA,The p53(BOX-I) RNA sequence,binds,ncbi.4193,MDM2,MDM2,The p53(BOX-I) RNA sequence binds the C-terminus of MDM2 and controls p53 synthesis while the encoded peptide domain binds MDM2 and controls p53 degradation.,Standard Abstract,1,1,31519161,https://www.ncbi.nlm.nih.gov/pubmed/31519161,1,1,Structured RNA regulatory motifs exist from the prebiotic stages of the RNA world to the more complex eukaryotic systems.... The p53(BOX-I) RNA sequence binds the C-terminus of MDM2 and controls p53 synthesis while the encoded peptide domain binds MDM2 and controls p53 degradation.... eng
nal_thesaurus.32965,insulin,insulin analog initiation therapy,activates,ncbi.7378,UPP1,up-regulating,These findings indicate that insulin analog initiation therapy activates lipid metabolism via up-regulating CETP and shows anti-atherogenic effects by increasing HDL-large and decreasing LDL-3 and LDL-4 subfractions in a short time period.,Standard Abstract,1,1,23617853,https://www.ncbi.nlm.nih.gov/pubmed/23617853,1,1,Insulin treatment can lead to good glycemic control and result in improvement of lipid parameters in type 2 diabetic patients.... These findings indicate that insulin analog initiation therapy activates lipid metabolism via up-regulating CETP and shows anti-atherogenic effects by increasing HDL-large and decreasing LDL-3 and LDL-4 subfractions in a short time period.... eng
nlm.D003981,Diazoxide,diazoxide,also inhibits,ncbi.1757,SARDH,SDH,"Since diazoxide also inhibits succinate dehydrogenase (SDH), we examined the effects of 3-nitropropionic acid (3-NPA), an inhibitor of SDH.",Standard Abstract,1,1,15982523,https://www.ncbi.nlm.nih.gov/pubmed/15982523,1,1,"Mitochondrial ATP-sensitive potassium (mitoK(ATP)) channel openers protect the piglet brain against ischemic stress.... Since diazoxide also inhibits succinate dehydrogenase (SDH), we examined the effects of 3-nitropropionic acid (3-NPA), an inhibitor of SDH.... eng"
nal_thesaurus.21000,caffeine,caffeine,found,ncbi.4948,OCA2,P-P,BP responses to caffeine above those found on placebo-placebo (P-P) week were found for both tolerance groups when caffeine was consumed after a week of receiving a placebo.,Standard Abstract,1,1,15882556,https://www.ncbi.nlm.nih.gov/pubmed/15882556,1,1,Caffeine in dietary doses is a well-established pressor agent. Tolerance to this pressor effect occurs in only about half of regular consumers in acute laboratory tests.... BP responses to caffeine above those found on placebo-placebo (P-P) week were found for both tolerance groups when caffeine was consumed after a week of receiving a placebo.... eng
nal_thesaurus.18161,hemoglobin,hemoglobin concentration,decreased,ncbi.8706,B3GALNT1,p,"Compared to control values, the hematocrit and hemoglobin concentration decreased (p less than 0.001) during immersion while plasma osmolality was unchanged, indicating an isotonic increase in plasma volume (hemodilution) which peaked after 75 min at +15.5% of the preimmersion plasma volume.",Standard Abstract,1,1,3297017,https://www.ncbi.nlm.nih.gov/pubmed/3297017,1,1,"The effect of intermittent positive-pressure breathing (PB), induced by expiring against a resistance of 12.5 mm Hg, on plasma volume and endocrine responses to standing water immersion, was studied in seven male subjects, 28-49 years of age.... Compared to control values, the hematocrit and hemoglobin concentration decreased (p less than 0.001) during immersion while plasma osmolality was unchanged, indicating an isotonic increase in plasma volume (hemodilution) which peaked after 75 min at +15.5% of the preimmersion plasma volume.... eng"
nal_thesaurus.48941,lactoferrin,separate lactoferrin,may cause,ncbi.4057,LTF,lactoferrin,"The I-125 column which was used in our study is not able to separate lactoferrin and albumin, which may cause an overestimation of lactoferrin in inflammatory conditions.",Standard Abstract,1,1,3180838,https://www.ncbi.nlm.nih.gov/pubmed/3180838,1,1,"HPLC analysis of human tears allows tear protein profiles to be obtained within ten minutes.... The I-125 column which was used in our study is not able to separate lactoferrin and albumin, which may cause an overestimation of lactoferrin in inflammatory conditions. ... eng"
nlm.D006160_group_2_d6644bb9f180956db2d01f513f89329e,Guanosine Triphosphate,GDP/GTP exchange,delivers,ncbi.4567,TRNL1,methionyl-tRNA,"eIF2B is required for GDP/GTP exchange on eIF2, which delivers methionyl-tRNA to the 40 S ribosomal subunit.",Standard Abstract,1,1,9716506,https://www.ncbi.nlm.nih.gov/pubmed/9716506,1,1,"Protein synthesis in rat H35 Reuber hepatoma cells is rapidly inhibited on heat shock.... eIF2B is required for GDP/GTP exchange on eIF2, which delivers methionyl-tRNA to the 40 S ribosomal subunit.... eng"
nal_thesaurus.65204,tolbutamide,tolbutamide,provided,ncbi.4589,MUC7,Mg2+,Removal of extracellular Mg2+ did not alter the effectiveness of tolbutamide provided that Mg2+ was present at the intracellular surface of the patch.,Standard Abstract,1,1,8004407,https://www.ncbi.nlm.nih.gov/pubmed/8004407,1,1,"1 Patch-clamp recording techniques were used to examine the effects of tolbutamide, glibenclamide, meglitinide and thiopentone on KATP in CRI-GI insulin-secreting cells in the presence and absence of Mg2+.... Removal of extracellular Mg2+ did not alter the effectiveness of tolbutamide provided that Mg2+ was present at the intracellular surface of the patch.... eng"
chebi.65329,LY294002,LY294002,inhibit,ncbi.207,AKT1,protein kinase B,"IL-13 also stimulates activation of the major PI 3-kinase effector, protein kinase B. The PI 3-kinase inhibitors wortmannin and LY294002 inhibit IL-13 stimulation of protein kinase B as well as the cell survival effects of IL-13.",Standard Abstract,1,1,10358077,https://www.ncbi.nlm.nih.gov/pubmed/10358077,1,1,"A combination of the pro-inflammatory cytokines interleukin (IL)-1alpha, interferon (IFN)-gamma, and tumor necrosis factor (TNF)-alpha induces nitric oxide synthase mRNA expression and nitric oxide (NO) generation in the human colon carcinoma cell line HT-29.... IL-13 also stimulates activation of the major PI 3-kinase effector, protein kinase B. The PI 3-kinase inhibitors wortmannin and LY294002 inhibit IL-13 stimulation of protein kinase B as well as the cell survival effects of IL-13.... eng"
nal_thesaurus.876,proteins,AS160 target Rab proteins,decreased,ncbi.9882,TBC1D4,AS160,"Since AS160 contains a GAP domain leading to a decrease in the active GTP-bound form of AS160 target Rab proteins for vesicle trafficking, decreased expression of AS160 is likely to play a role in the translocation of AQP2 to the plasma membrane.",Standard Abstract,1,1,21511697,https://www.ncbi.nlm.nih.gov/pubmed/21511697,1,1,"AS160, a novel Akt substrate of 160 kDa, contains a Rab GTPase-activating protein (GAP) domain.... Since AS160 contains a GAP domain leading to a decrease in the active GTP-bound form of AS160 target Rab proteins for vesicle trafficking, decreased expression of AS160 is likely to play a role in the translocation of AQP2 to the plasma membrane.... eng"
nlm.D009243,NAD,The high-NAD(P)H population,also comprised,ncbi.5479,PPIB,B-cells,"The high-NAD(P)H population also comprised B-cells that, on average, had a larger (P < 0.001) profile area (142.9 +/- 2.3 microns2) than the B-cells of the low-NAD(P)H population (118.6 +/- 1.5 microns2).",Standard Abstract,1,1,8368265,https://www.ncbi.nlm.nih.gov/pubmed/8368265,1,1,"To determine whether the heterogeneous B-cell response to glucose is related to a different metabolic handling of this sugar, we have compared rat B-cells differing in their redox response to glucose stimulation.... The high-NAD(P)H population also comprised B-cells that, on average, had a larger (P < 0.001) profile area (142.9 +/- 2.3 microns2) than the B-cells of the low-NAD(P)H population (118.6 +/- 1.5 microns2).... eng"
nal_thesaurus.33723,prostaglandins,prostaglandins PGF2 alpha,stimulated,ncbi.5921,RASA1,Ras-GAP,"With the use of recombinant Ha-c-Ras and Ras-GAP, NF1, and GAP catalytic domains, it was found that prostaglandins PGF2 alpha and PGA2 stimulated Ras-GAP and that prostacyclin PGI2 inhibited Ras-GAP.",Standard Abstract,1,1,1902323,https://www.ncbi.nlm.nih.gov/pubmed/1902323,1,1,"Ras-GAP (GTPase activating protein) is a regulatory protein that stimulates the intrinsic guanosine triphosphatase (GTPase) activity of the proto-oncogene product p21ras.... With the use of recombinant Ha-c-Ras and Ras-GAP, NF1, and GAP catalytic domains, it was found that prostaglandins PGF2 alpha and PGA2 stimulated Ras-GAP and that prostacyclin PGI2 inhibited Ras-GAP.... eng"
